order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount
O01525,2025-02-10,C0351,P0796,,Online,1,87.96,0.05,83.56
O01526,2023-10-01,C0603,P0453,S014,In-Store,1,104.45,0.1,94.01
O01527,2024-06-29,C0179,P0757,,Online,1,88.95,0.0,88.95
O01528,2023-04-26,C0400,P0756,S017,In-Store,2,338.92,0.2,542.27
O01529,2024-09-05,C0395,P1144,S039,In-Store,1,116.88,0.1,105.19
O01530,2023-06-17,C0791,P0588,S014,In-Store,3,165.38,0.0,496.14
O01531,2024-04-29,C0643,P0245,,In-Store,2,271.37,0.0,542.74
O01532,2023-12-11,C0115,P0985,S010,In-Store,3,57.24,0.0,171.72
O01533,2024-11-05,C0721,P0683,S017,In-Store,1,27.06,0.0,27.06
O01534,2024-02-16,C0372,P0430,S005,In-Store,1,126.13,0.1,113.52
O01535,2024-01-29,C0110,P0669,S012,In-Store,1,95.28,0.0,95.28
O01536,2025-02-27,C0177,P0749,S013,In-Store,1,165.09,0.2,132.07
O01537,2024-07-08,C0537,P0199,,Online,2,115.92,0.2,185.47
O01538,2023-09-06,C0324,P0093,,Online,3,243.56,0.1,657.61
O01539,2024-02-23,C0153,P0223,,Online,1,69.61,0.0,69.61
O01540,2024-05-12,C0362,P0363,S039,In-Store,1,382.32,0.0,382.32
O01541,2024-04-16,C0536,P0968,S038,In-Store,1,177.96,0.05,169.06
O01542,2023-08-11,C0006,P0556,S015,In-Store,1,44.06,0.1,39.65
O01543,2023-08-09,C0140,P0677,S058,In-Store,2,244.62,0.2,391.39
O01544,2023-07-16,C0332,P1195,S050,In-Store,1,21.82,0.2,17.46
O01545,2024-01-15,C0286,P0611,S008,In-Store,1,121.34,0.2,97.07
O01546,2024-03-26,C0522,P0690,S057,In-Store,1,140.54,0.1,126.49
O01547,2023-07-03,C0347,P1038,S023,In-Store,1,95.34,0.1,85.81
O01548,2023-11-09,C0628,P0589,,Online,1,138.7,0.05,131.76
O01549,2024-01-02,C0629,P0243,S051,In-Store,1,62.91,0.2,50.33
O01550,2023-11-13,C0026,P0278,S000,In-Store,1,267.49,0.0,267.49
O01551,2025-03-03,C0314,P0762,S037,In-Store,1,116.9,0.05,111.06
O01552,2024-06-19,C0242,P0268,S052,In-Store,2,128.63,0.0,257.26
O01553,2024-01-25,C0324,P0141,,Online,3,30.16,0.1,81.43
O01554,2024-09-25,C0034,P1068,,Online,2,222.82,0.2,356.51
O01555,2023-06-22,C0186,P0205,,Online,2,14.31,0.1,25.76
O01556,2023-09-03,C0537,P0784,S039,In-Store,1,285.28,0.2,228.22
O01557,2024-01-27,C0706,P0454,,In-Store,2,57.81,0.2,92.5
O01558,2024-09-18,C0299,P0846,,Online,1,257.54,0.0,257.54
O01559,2023-12-29,C0527,P0343,S018,In-Store,1,135.09,0.05,128.34
O01560,2023-11-02,C0071,P1076,,Online,1,67.84,0.05,64.45
O01561,2023-07-27,C0108,P0273,,Online,3,125.14,0.0,375.42
O01562,2024-06-05,C0621,P0293,S041,In-Store,2,259.84,0.0,519.68
O01563,2023-09-15,C0639,P0189,,Online,2,177.09,0.0,354.18
O01564,2023-11-30,C0532,P0501,S031,In-Store,1,310.14,0.05,294.63
O01565,2024-03-08,C0566,P0948,S034,In-Store,1,335.29,0.05,318.53
O01566,2024-11-26,C0413,P1062,S042,In-Store,2,206.93,0.2,331.09
O01567,2023-07-14,C0185,P0716,S020,In-Store,2,380.68,0.1,685.22
O01568,2024-04-06,C0371,P1151,S030,In-Store,1,258.14,0.05,245.23
O01569,2024-11-30,C0584,P0066,S039,In-Store,1,224.19,0.0,224.19
O01570,2023-09-25,C0794,P0928,,In-Store,1,175.55,0.05,166.77
O01571,2023-05-13,C0401,P0108,S011,In-Store,2,29.29,0.2,46.86
O01572,2024-02-06,C0660,P0960,,Online,1,169.27,0.2,135.42
O01573,2024-09-05,C0203,P0907,S046,In-Store,1,221.46,0.05,210.39
O01574,2023-10-27,C0671,P1193,S053,In-Store,2,169.77,0.0,339.54
O01575,2023-05-16,C0176,P0317,S036,In-Store,2,171.54,0.05,325.93
O01576,2023-06-04,C0175,P0206,S051,In-Store,2,44.72,0.1,80.5
O01577,2023-05-14,C0599,P0154,S015,In-Store,2,179.52,0.05,341.09
O01578,2024-03-07,C0170,P0665,S044,In-Store,1,9.37,0.05,8.9
O01579,2024-01-07,C0553,P0416,S017,In-Store,1,166.68,0.1,150.01
O01580,2025-01-06,C0125,P1001,S029,In-Store,1,125.39,0.2,100.31
O01581,2023-06-02,C0402,P0593,,Online,3,71.58,0.0,214.74
O01582,2024-03-19,C0267,P0519,S017,In-Store,3,89.59,0.2,215.02
O01583,2023-12-21,C0742,P0238,,Online,2,30.72,0.2,49.15
O01584,2024-05-26,C0596,P0898,,Online,2,204.25,0.05,388.07
O01585,2023-09-16,C0165,P0113,S042,In-Store,2,238.0,0.2,380.8
O01586,2024-08-09,C0509,P0230,,Online,1,73.43,0.1,66.09
O01587,2024-07-19,C0571,P1062,,Online,1,206.93,0.05,196.58
O01588,2025-02-14,C0691,P0201,,Online,3,63.7,0.1,171.99
O01589,2023-12-03,C0572,P0111,S011,In-Store,1,184.61,0.0,184.61
O01590,2023-08-21,C0271,P1135,S051,In-Store,3,65.37,0.2,156.89
O01591,2024-01-18,C0518,P1165,S043,In-Store,1,111.55,0.05,105.97
O01592,2023-07-10,C0739,P0762,S022,In-Store,3,116.9,0.05,333.17
O01593,2023-12-22,C0547,P0807,S051,In-Store,1,135.25,0.0,135.25
O01594,2023-07-23,C0284,P0618,,Online,2,223.33,0.2,357.33
O01595,2023-10-07,C0586,P1175,S029,In-Store,1,26.47,0.0,26.47
O01596,2025-01-31,C0166,P0430,S036,In-Store,1,126.13,0.0,126.13
O01597,2024-05-02,C0152,P1182,,Online,2,275.08,0.1,495.14
O01598,2023-09-22,C0094,P0620,,Online,3,263.03,0.1,710.18
O01599,2023-04-15,C0752,P1047,,Online,1,126.31,0.05,119.99
O01600,2024-10-09,C0590,P0851,S005,In-Store,1,70.32,0.05,66.8
O01601,2025-01-26,C0511,P0190,S007,In-Store,1,232.24,0.05,220.63
O01602,2023-08-07,C0648,P0309,S007,In-Store,1,364.92,0.05,346.67
O01603,2024-02-16,C0703,P0942,S048,In-Store,2,193.87,0.05,368.35
O01604,2025-02-05,C0620,P0182,,Online,2,60.65,0.2,97.04
O01605,2024-05-03,C0132,P0370,,Online,1,106.39,0.0,106.39
O01606,2024-09-18,C0740,P0702,S059,In-Store,3,286.8,0.2,688.32
O01607,2024-07-19,C0202,P0438,,Online,2,270.3,0.05,513.57
O01608,2024-08-17,C0345,P0426,S042,In-Store,1,289.27,0.05,274.81
O01609,2024-06-10,C0681,P0617,S006,In-Store,1,43.85,0.05,41.66
O01610,2024-01-18,C0288,P0360,,Online,1,46.47,0.1,41.82
O01611,2025-01-25,C0571,P0808,S008,In-Store,1,276.8,0.1,249.12
O01612,2024-12-21,C0590,P0668,S009,In-Store,2,153.87,0.1,276.97
O01613,2023-12-19,C0017,P0510,,Online,2,156.58,0.1,281.84
O01614,2024-04-25,C0358,P0779,S004,In-Store,1,113.02,0.0,113.02
O01615,2024-11-14,C0219,P1165,S008,In-Store,2,111.55,0.2,178.48
O01616,2024-01-29,C0794,P0199,,Online,2,115.92,0.2,185.47
O01617,2024-09-16,C0282,P0390,S022,In-Store,3,178.02,0.1,480.65
O01618,2024-09-06,C0396,P0628,S008,In-Store,2,112.51,0.05,213.77
O01619,2023-11-29,C0265,P0153,S049,In-Store,2,56.67,0.05,107.67
O01620,2024-06-16,C0493,P0110,S023,In-Store,2,280.19,0.05,532.36
O01621,2025-02-28,C0570,P1013,,Online,2,325.64,0.05,618.72
O01622,2023-09-29,C0062,P0907,S005,In-Store,3,221.46,0.2,531.5
O01623,2024-08-21,C0604,P0045,S008,In-Store,1,198.66,0.05,188.73
O01624,2024-03-21,C0543,P0219,S016,In-Store,1,125.63,0.05,119.35
O01625,2024-07-09,C0700,P0015,,Online,1,157.98,0.1,142.18
O01626,2025-04-06,C0060,P0255,,Online,2,21.15,0.1,38.07
O01627,2025-04-06,C0415,P1016,S049,In-Store,3,321.0,0.2,770.4
O01628,2024-04-13,C0636,P0631,S023,In-Store,1,30.95,0.2,24.76
O01629,2024-05-12,C0797,P0712,S027,In-Store,1,124.0,0.05,117.8
O01630,2023-09-26,C0257,P0982,S008,In-Store,1,83.76,0.1,75.38
O01631,2024-10-06,C0002,P0226,,Online,2,122.21,0.0,244.42
O01632,2024-03-20,C0396,P1053,,Online,2,94.13,0.05,178.85
O01633,2024-03-15,C0754,P0844,S006,In-Store,2,106.04,0.2,169.66
O01634,2024-05-05,C0781,P0184,S027,In-Store,1,207.61,0.0,207.61
O01635,2024-02-01,C0529,P0199,S042,In-Store,1,115.92,0.1,104.33
O01636,2025-03-08,C0151,P0093,,Online,2,243.56,0.0,487.12
O01637,2023-09-10,C0721,P0124,S012,In-Store,1,76.7,0.0,76.7
O01638,2025-03-01,C0104,P0504,,Online,4,23.22,0.05,88.24
O01639,2024-04-25,C0048,P0589,S033,In-Store,2,138.7,0.1,249.66
O01640,2023-12-28,C0204,P0820,,Online,1,310.73,0.05,295.19
O01641,2024-11-30,C0578,P0891,,Online,1,183.58,0.1,165.22
O01642,2024-01-10,C0720,P0879,S031,In-Store,1,168.21,0.0,168.21
O01643,2025-02-16,C0574,P0011,S042,In-Store,1,144.13,0.05,136.92
O01644,2023-06-15,C0160,P0900,S053,In-Store,3,18.92,0.2,45.41
O01645,2024-04-16,C0447,P0304,,Online,2,138.55,0.0,277.1
O01646,2023-05-02,C0141,P0972,,Online,1,113.58,0.0,113.58
O01647,2023-10-20,C0412,P0849,S019,In-Store,3,111.61,0.1,301.35
O01648,2025-03-02,C0025,P0138,S003,In-Store,2,87.06,0.2,139.3
O01649,2024-01-26,C0682,P0957,,Online,2,264.21,0.1,475.58
O01650,2023-08-30,C0766,P0537,S034,In-Store,1,101.98,0.0,101.98
O01651,2023-04-11,C0576,P0552,S020,In-Store,2,167.38,0.05,318.02
O01652,2023-10-25,C0724,P0134,S011,In-Store,2,249.13,0.0,498.26
O01653,2024-06-15,C0623,P1027,,Online,1,110.09,0.1,99.08
O01654,2025-02-17,C0612,P1017,S025,In-Store,4,212.78,0.2,680.9
O01655,2023-05-08,C0663,P0133,,Online,3,50.24,0.2,120.58
O01656,2024-08-29,C0424,P0782,S047,In-Store,1,43.61,0.1,39.25
O01657,2023-06-13,C0391,P0203,,Online,1,259.84,0.2,207.87
O01658,2025-03-04,C0050,P0993,S017,In-Store,2,170.79,0.05,324.5
O01659,2023-08-26,C0178,P0660,S013,In-Store,2,161.23,0.1,290.21
O01660,2024-06-05,C0116,P0913,S004,In-Store,2,211.23,0.1,380.21
O01661,2023-04-21,C0441,P0285,,Online,2,86.63,0.2,138.61
O01662,2024-10-10,C0471,P1107,S006,In-Store,2,333.55,0.0,667.1
O01663,2023-10-14,C0162,P0056,S042,In-Store,3,103.48,0.1,279.4
O01664,2023-07-06,C0558,P0171,,Online,2,268.46,0.2,429.54
O01665,2024-03-11,C0114,P0171,S001,In-Store,1,268.46,0.1,241.61
O01666,2024-06-26,C0520,P0062,S054,In-Store,3,234.63,0.0,703.89
O01667,2024-03-10,C0408,P0532,S008,In-Store,3,49.14,0.05,140.05
O01668,2023-07-05,C0462,P0729,S047,In-Store,5,183.66,0.05,872.38
O01669,2025-03-05,C0450,P1038,S059,In-Store,1,95.34,0.0,95.34
O01670,2023-07-27,C0063,P0052,,Online,2,95.71,0.0,191.42
O01671,2025-01-14,C0327,P0969,S053,In-Store,1,171.98,0.05,163.38
O01672,2024-10-03,C0389,P1153,,Online,2,152.8,0.2,244.48
O01673,2024-12-29,C0663,P0172,S032,In-Store,1,89.42,0.2,71.54
O01674,2024-11-01,C0604,P0553,S038,In-Store,3,31.56,0.2,75.74
O01675,2024-04-19,C0516,P0308,S048,In-Store,1,53.99,0.2,43.19
O01676,2023-05-25,C0686,P0977,S003,In-Store,1,17.0,0.1,15.3
O01677,2023-07-12,C0363,P0469,S016,In-Store,1,116.24,0.0,116.24
O01678,2024-07-25,C0433,P0230,S002,In-Store,1,73.43,0.2,58.74
O01679,2024-09-16,C0657,P0508,,Online,2,35.78,0.1,64.4
O01680,2023-07-30,C0707,P1132,S021,In-Store,1,117.68,0.2,94.14
O01681,2024-04-08,C0797,P0942,S054,In-Store,2,193.87,0.2,310.19
O01682,2024-01-20,C0655,P0092,S059,In-Store,1,210.05,0.2,168.04
O01683,2023-12-08,C0289,P0770,S015,In-Store,1,221.83,0.1,199.65
O01684,2023-04-29,C0439,P0052,,Online,3,95.71,0.1,258.42
O01685,2023-08-04,C0454,P0023,,Online,2,97.03,0.1,174.65
O01686,2024-05-19,C0145,P0327,S022,In-Store,1,277.77,0.05,263.88
O01687,2024-10-01,C0416,P0563,S008,In-Store,1,45.12,0.0,45.12
O01688,2024-04-23,C0587,P0454,,Online,2,57.81,0.2,92.5
O01689,2024-06-12,C0513,P0466,S056,In-Store,2,135.41,0.2,216.66
O01690,2023-11-04,C0264,P0809,S048,In-Store,1,127.42,0.2,101.94
O01691,2025-03-28,C0069,P0870,,Online,2,168.73,0.0,337.46
O01692,2024-11-09,C0075,P0439,S007,In-Store,1,79.07,0.05,75.12
O01693,2024-12-26,C0773,P0334,,In-Store,1,135.83,0.05,129.04
O01694,2024-10-12,C0110,P0476,,Online,1,52.23,0.2,41.78
O01695,2023-09-22,C0349,P0382,S002,In-Store,2,27.14,0.1,48.85
O01696,2024-07-25,C0523,P0193,S049,In-Store,2,62.96,0.0,125.92
O01697,2024-02-24,C0368,P0570,S031,In-Store,1,245.4,0.05,233.13
O01698,2024-10-29,C0631,P0199,S041,In-Store,1,115.92,0.0,115.92
O01699,2024-01-04,C0713,P0592,,Online,2,57.43,0.2,91.89
O01700,2024-04-24,C0064,P0962,S030,In-Store,1,166.96,0.0,166.96
O01701,2024-03-15,C0129,P0529,S036,In-Store,1,135.66,0.0,135.66
O01702,2024-06-17,C0746,P0005,S029,In-Store,1,112.55,0.05,106.92
O01703,2024-07-22,C0081,P0906,,Online,2,269.33,0.0,538.66
O01704,2023-05-12,C0334,P0378,S040,In-Store,1,99.58,0.2,79.66
O01705,2024-03-21,C0559,P0864,,In-Store,1,113.48,0.05,107.81
O01706,2024-09-15,C0595,P0810,S035,In-Store,4,235.44,0.2,753.41
O01707,2024-05-08,C0518,P0780,S044,In-Store,1,253.19,0.0,253.19
O01708,2025-02-01,C0602,P0534,S051,In-Store,1,53.64,0.0,53.64
O01709,2024-09-20,C0628,P0276,S043,In-Store,2,112.54,0.05,213.83
O01710,2024-07-16,C0703,P0978,S015,In-Store,1,219.94,0.2,175.95
O01711,2023-12-30,C0045,P0719,,Online,1,330.88,0.2,264.7
O01712,2025-01-29,C0699,P0126,,Online,1,201.02,0.2,160.82
O01713,2024-10-22,C0321,P0509,S045,In-Store,1,222.66,0.05,211.53
O01714,2025-02-06,C0593,P0532,S038,In-Store,3,49.14,0.0,147.42
O01715,2024-07-24,C0007,P0100,,Online,2,31.75,0.1,57.15
O01716,2023-10-10,C0305,P1086,S016,In-Store,2,80.63,0.05,153.2
O01717,2023-12-03,C0385,P0768,S017,In-Store,1,246.33,0.2,197.06
O01718,2024-02-05,C0420,P0102,S027,In-Store,1,221.14,0.1,199.03
O01719,2023-10-16,C0572,P0636,S055,In-Store,1,168.98,0.1,152.08
O01720,2024-02-06,C0453,P0696,S001,In-Store,1,157.7,0.2,126.16
O01721,2025-02-03,C0315,P0653,S012,In-Store,2,62.89,0.0,125.78
O01722,2024-08-04,C0248,P0756,,Online,2,338.92,0.2,542.27
O01723,2025-01-30,C0396,P0267,S011,In-Store,1,349.07,0.2,279.26
O01724,2024-06-21,C0296,P0110,,Online,1,280.19,0.1,252.17
O01725,2024-08-30,C0355,P0468,S000,In-Store,1,146.22,0.2,116.98
O01726,2024-07-01,C0191,P0242,,Online,2,138.25,0.1,248.85
O01727,2024-11-17,C0780,P0925,S056,In-Store,2,65.74,0.2,105.18
O01728,2023-10-08,C0485,P0636,S048,In-Store,1,168.98,0.1,152.08
O01729,2023-09-21,C0399,P0056,,Online,2,103.48,0.05,196.61
O01730,2023-08-28,C0102,P0189,S054,In-Store,2,177.09,0.1,318.76
O01731,2024-02-25,C0529,P0795,S000,In-Store,1,255.38,0.0,255.38
O01732,2024-01-23,C0602,P1057,S030,In-Store,2,176.53,0.2,282.45
O01733,2024-02-03,C0130,P0401,S011,In-Store,4,93.92,0.1,338.11
O01734,2024-02-10,C0526,P0027,S017,In-Store,1,236.79,0.2,189.43
O01735,2024-04-30,C0735,P0836,S054,In-Store,2,60.54,0.05,115.03
O01736,2024-07-17,C0435,P0155,,Online,1,114.52,0.0,114.52
O01737,2024-08-15,C0054,P0417,,In-Store,2,56.54,0.2,90.46
O01738,2023-11-11,C0440,P0708,S046,In-Store,2,157.48,0.2,251.97
O01739,2023-11-19,C0545,P0098,S022,In-Store,2,120.73,0.05,229.39
O01740,2025-03-11,C0271,P1052,,Online,1,190.93,0.05,181.38
O01741,2024-06-20,C0570,P0476,S056,In-Store,2,52.23,0.1,94.01
O01742,2024-01-08,C0770,P0549,,Online,3,8.95,0.2,21.48
O01743,2024-09-09,C0668,P0752,,Online,2,273.69,0.2,437.9
O01744,2025-01-09,C0149,P0403,S004,In-Store,2,115.91,0.0,231.82
O01745,2024-01-27,C0198,P0315,S028,In-Store,1,193.09,0.1,173.78
O01746,2025-02-07,C0629,P1006,S039,In-Store,2,262.46,0.0,524.92
O01747,2024-04-12,C0792,P0815,S015,In-Store,2,186.83,0.1,336.29
O01748,2024-08-01,C0694,P0340,S001,In-Store,1,68.28,0.05,64.87
O01749,2023-07-07,C0568,P1103,S010,In-Store,2,180.59,0.0,361.18
O01750,2025-04-05,C0362,P0025,S003,In-Store,1,83.7,0.0,83.7
O01751,2023-09-21,C0396,P0505,S016,In-Store,1,231.34,0.1,208.21
O01752,2024-02-05,C0199,P0067,S050,In-Store,2,310.89,0.05,590.69
O01753,2024-03-30,C0558,P1030,S017,In-Store,2,115.95,0.05,220.31
O01754,2025-01-13,C0235,P0625,,Online,1,249.56,0.0,249.56
O01755,2023-05-21,C0732,P0811,S032,In-Store,3,13.23,0.1,35.72
O01756,2023-07-09,C0068,P0870,S011,In-Store,2,168.73,0.1,303.71
O01757,2024-07-10,C0686,P0736,,Online,1,62.18,0.2,49.74
O01758,2023-07-09,C0544,P0430,S056,In-Store,1,126.13,0.1,113.52
O01759,2024-08-13,C0486,P0445,S050,In-Store,1,35.94,0.0,35.94
O01760,2024-11-26,C0702,P0656,,Online,1,192.95,0.0,192.95
O01761,2023-08-04,C0467,P1028,S016,In-Store,2,233.27,0.2,373.23
O01762,2023-10-15,C0581,P1186,S037,In-Store,1,227.61,0.05,216.23
O01763,2025-01-25,C0782,P0124,S020,In-Store,1,76.7,0.2,61.36
O01764,2024-06-27,C0136,P0981,,Online,1,11.42,0.2,9.14
O01765,2023-08-09,C0259,P0771,,Online,1,155.11,0.0,155.11
O01766,2023-04-21,C0612,P1106,S024,In-Store,2,88.1,0.1,158.58
O01767,2025-03-31,C0135,P0417,S041,In-Store,1,56.54,0.05,53.71
O01768,2025-02-07,C0166,P1067,,Online,3,301.78,0.0,905.34
O01769,2023-07-31,C0115,P1125,S025,In-Store,1,90.35,0.05,85.83
O01770,2024-03-20,C0580,P0430,S033,In-Store,3,126.13,0.0,378.39
O01771,2023-04-13,C0570,P0434,,Online,1,257.4,0.0,257.4
O01772,2024-09-27,C0119,P0030,,Online,2,132.5,0.05,251.75
O01773,2023-12-04,C0016,P0129,S024,In-Store,2,27.78,0.2,44.45
O01774,2024-01-10,C0117,P0092,S032,In-Store,3,210.05,0.2,504.12
O01775,2023-09-11,C0124,P0022,S052,In-Store,1,124.36,0.1,111.92
O01776,2023-09-08,C0392,P0190,,Online,1,232.24,0.05,220.63
O01777,2024-12-25,C0296,P0653,S041,In-Store,3,62.89,0.0,188.67
O01778,2025-01-03,C0773,P0097,S017,In-Store,1,134.83,0.2,107.86
O01779,2024-10-15,C0784,P1127,S012,In-Store,2,119.95,0.1,215.91
O01780,2023-07-16,C0602,P0647,S050,In-Store,3,139.35,0.0,418.05
O01781,2024-04-08,C0203,P0034,S048,In-Store,1,189.42,0.2,151.54
O01782,2024-06-20,C0003,P0757,S017,In-Store,2,88.95,0.1,160.11
O01783,2023-06-11,C0602,P0776,S004,In-Store,1,87.71,0.1,78.94
O01784,2024-04-26,C0705,P0094,S057,In-Store,1,105.62,0.2,84.5
O01785,2023-11-12,C0094,P0151,,Online,2,176.17,0.2,281.87
O01786,2024-06-06,C0306,P0177,S045,In-Store,1,128.6,0.05,122.17
O01787,2024-01-07,C0001,P0915,S006,In-Store,1,287.43,0.2,229.94
O01788,2024-11-05,C0605,P0550,S030,In-Store,3,142.36,0.0,427.08
O01789,2025-02-15,C0015,P0752,S048,In-Store,2,273.69,0.05,520.01
O01790,2023-07-13,C0561,P0414,,Online,1,162.49,0.05,154.37
O01791,2024-04-11,C0743,P1162,S025,In-Store,2,199.19,0.05,378.46
O01792,2023-06-11,C0470,P0031,S034,In-Store,1,340.18,0.2,272.14
O01793,2023-05-07,C0532,P1158,,Online,3,275.48,0.2,661.15
O01794,2024-12-31,C0074,P0745,,Online,1,16.81,0.2,13.45
O01795,2024-08-14,C0464,P0158,S057,In-Store,2,106.61,0.2,170.58
O01796,2025-01-15,C0608,P0484,,Online,3,130.78,0.0,392.34
O01797,2025-01-14,C0718,P0734,S040,In-Store,1,33.37,0.05,31.7
O01798,2023-12-09,C0309,P0161,S000,In-Store,3,351.88,0.1,950.08
O01799,2024-02-28,C0074,P0944,S032,In-Store,1,64.12,0.1,57.71
O01800,2024-12-16,C0120,P0943,S018,In-Store,3,181.12,0.0,543.36
O01801,2024-02-11,C0141,P0999,,Online,1,185.46,0.05,176.19
O01802,2024-08-13,C0098,P1109,,In-Store,1,200.18,0.05,190.17
O01803,2025-04-07,C0623,P0528,S008,In-Store,1,102.08,0.2,81.66
O01804,2024-05-09,C0166,P0288,S030,In-Store,1,281.92,0.1,253.73
O01805,2023-05-27,C0076,P0920,,Online,1,238.75,0.1,214.88
O01806,2023-04-19,C0375,P0545,S006,In-Store,1,124.94,0.1,112.45
O01807,2023-12-14,C0381,P0995,S002,In-Store,1,177.45,0.1,159.7
O01808,2023-09-16,C0517,P0258,,Online,2,52.4,0.05,99.56
O01809,2024-09-14,C0375,P1017,S045,In-Store,2,212.78,0.0,425.56
O01810,2024-04-29,C0050,P0129,S014,In-Store,2,27.78,0.1,50.0
O01811,2024-06-12,C0054,P0940,,Online,1,21.41,0.05,20.34
O01812,2023-10-16,C0481,P0363,S058,In-Store,1,382.32,0.1,344.09
O01813,2024-09-08,C0631,P0573,,Online,3,40.64,0.0,121.92
O01814,2025-02-28,C0667,P1058,,Online,1,219.39,0.1,197.45
O01815,2024-09-11,C0246,P0184,,Online,3,207.61,0.2,498.26
O01816,2025-03-07,C0555,P0764,,Online,1,241.25,0.0,241.25
O01817,2023-09-15,C0359,P1151,S048,In-Store,2,258.14,0.0,516.28
O01818,2024-11-05,C0588,P0761,S039,In-Store,3,240.31,0.05,684.88
O01819,2024-04-26,C0111,P0176,S027,In-Store,3,273.81,0.0,821.43
O01820,2023-07-15,C0044,P0742,,Online,1,237.5,0.2,190.0
O01821,2023-05-12,C0583,P0278,,Online,1,267.49,0.0,267.49
O01822,2025-02-11,C0440,P0111,S000,In-Store,1,184.61,0.0,184.61
O01823,2024-01-03,C0262,P0177,S036,In-Store,2,128.6,0.1,231.48
O01824,2024-12-05,C0335,P0600,,Online,2,221.76,0.05,421.34
O01825,2025-03-19,C0534,P0959,S035,In-Store,2,56.21,0.05,106.8
O01826,2023-11-08,C0422,P0705,,Online,2,198.93,0.1,358.07
O01827,2024-08-07,C0483,P0236,S046,In-Store,3,196.93,0.0,590.79
O01828,2024-09-20,C0059,P1054,S030,In-Store,2,193.12,0.05,366.93
O01829,2023-12-05,C0551,P0169,,Online,2,87.14,0.0,174.28
O01830,2023-11-21,C0340,P0092,,Online,1,210.05,0.2,168.04
O01831,2023-09-21,C0187,P0140,S018,In-Store,1,187.12,0.05,177.76
O01832,2024-07-24,C0396,P0737,S033,In-Store,2,121.72,0.05,231.27
O01833,2024-07-22,C0155,P0861,S025,In-Store,1,201.1,0.1,180.99
O01834,2025-01-13,C0445,P0079,S028,In-Store,1,260.43,0.05,247.41
O01835,2024-05-06,C0224,P0514,S059,In-Store,2,104.99,0.05,199.48
O01836,2024-01-30,C0181,P0651,S024,In-Store,1,315.36,0.1,283.82
O01837,2023-11-08,C0141,P1106,,Online,3,88.1,0.1,237.87
O01838,2024-05-07,C0454,P0566,S025,In-Store,2,10.71,0.1,19.28
O01839,2023-07-26,C0343,P0721,,Online,1,255.39,0.2,204.31
O01840,2025-04-03,C0578,P0374,S000,In-Store,2,190.53,0.0,381.06
O01841,2023-09-20,C0341,P0664,,Online,1,191.74,0.2,153.39
O01842,2024-02-03,C0316,P0056,S038,In-Store,2,103.48,0.0,206.96
O01843,2024-01-13,C0102,P0170,S029,In-Store,1,106.52,0.2,85.22
O01844,2023-08-30,C0703,P0039,,Online,1,29.71,0.1,26.74
O01845,2023-12-30,C0455,P0796,,Online,2,87.96,0.05,167.12
O01846,2024-04-09,C0024,P0831,S023,In-Store,2,183.87,0.05,349.35
O01847,2024-03-25,C0274,P0170,S000,In-Store,2,106.52,0.0,213.04
O01848,2024-12-14,C0186,P0896,S050,In-Store,1,165.91,0.1,149.32
O01849,2023-05-27,C0060,P0021,,Online,1,77.31,0.2,61.85
O01850,2023-11-24,C0716,P0103,,Online,1,171.58,0.0,171.58
O01851,2023-10-16,C0736,P0374,S022,In-Store,2,190.53,0.1,342.95
O01852,2024-05-16,C0632,P0695,,Online,1,62.67,0.1,56.4
O01853,2024-03-20,C0504,P0204,S045,In-Store,1,200.67,0.05,190.64
O01854,2024-04-27,C0474,P0657,S059,In-Store,2,29.04,0.1,52.27
O01855,2025-02-10,C0604,P0749,S058,In-Store,1,165.09,0.05,156.84
O01856,2024-08-31,C0067,P0098,,Online,1,120.73,0.2,96.58
O01857,2023-12-24,C0693,P0442,S049,In-Store,1,206.69,0.0,206.69
O01858,2023-11-19,C0592,P0242,,Online,1,138.25,0.1,124.42
O01859,2024-12-02,C0032,P0439,S032,In-Store,1,79.07,0.1,71.16
O01860,2024-10-08,C0555,P0614,S058,In-Store,1,332.16,0.0,332.16
O01861,2025-01-15,C0669,P0689,S039,In-Store,2,46.7,0.05,88.73
O01862,2023-06-17,C0367,P0708,S015,In-Store,1,157.48,0.1,141.73
O01863,2024-06-08,C0348,P0300,,Online,2,138.12,0.2,220.99
O01864,2025-01-11,C0060,P0834,S036,In-Store,3,94.05,0.0,282.15
O01865,2024-03-03,C0407,P1169,S058,In-Store,1,50.9,0.0,50.9
O01866,2023-12-12,C0396,P0899,S002,In-Store,2,118.47,0.05,225.09
O01867,2024-03-10,C0512,P0546,S008,In-Store,1,196.72,0.05,186.88
O01868,2024-04-23,C0583,P0591,S044,In-Store,1,236.24,0.1,212.62
O01869,2023-12-23,C0021,P0005,S029,In-Store,1,112.55,0.2,90.04
O01870,2024-07-05,C0160,P0684,S013,In-Store,1,222.84,0.05,211.7
O01871,2023-05-26,C0011,P0149,S024,In-Store,2,29.42,0.1,52.96
O01872,2024-02-02,C0400,P0376,,Online,4,79.72,0.2,255.1
O01873,2024-02-28,C0188,P1192,,Online,1,290.29,0.05,275.78
O01874,2024-07-13,C0586,P0306,,Online,1,148.17,0.05,140.76
O01875,2025-03-06,C0097,P0142,,Online,1,132.42,0.0,132.42
